state,county,state_house_blue_perc,density_km,days_counted,case_count_28_days,death_count_28_days,confirmed_infection(%_of_pop),death_perc(%_of_case),avg_daily_case_increase(%_of_pop),case_count_28_days(%_of_pop),death_count_28_days(%_of_case),years_of_potential_life_lost_rate,percent_fair_or_poor_health,percent_low_birthweight,percent_smokers,percent_adults_with_obesity,food_environment_index,percent_physically_inactive,percent_with_access_to_exercise_opportunities,percent_excessive_drinking,percent_driving_deaths_with_alcohol_involvement,chlamydia_rate,teen_birth_rate,percent_uninsured,primary_care_physicians_rate,dentist_rate,mental_health_provider_rate,preventable_hospitalization_rate,percent_with_annual_mammogram,percent_vaccinated,high_school_graduation_rate,percent_some_college,labor_force,percent_unemployed,percent_children_in_poverty,80th_percentile_income,20th_percentile_income,percent_single_parent_households,social_association_rate,injury_death_rate,average_daily_pm2_5,presence_of_water_violation,percent_severe_housing_problems,severe_housing_cost_burden,overcrowding,inadequate_facilities,percent_drive_alone_to_work,percent_long_commute_drives_alone,life_expectancy,age_adjusted_death_rate,percent_frequent_physical_distress,percent_frequent_mental_distress,percent_adults_with_diabetes,percent_food_insecure,percent_limited_access_to_healthy_foods,percent_insufficient_sleep,percent_uninsured_2,percent_uninsured_3,other_primary_care_provider_rate,median_household_income,household_income_white,segregation_index_2,average_traffic_volume_per_meter_of_major_roadways,percent_homeowners,percent_severe_housing_cost_burden,percent_less_than_18_years_of_age,percent_65_and_over,percent_black,percent_american_indian_alaska_native,percent_asian,percent_native_hawaiian_other_pacific_islander,percent_hispanic,percent_non_hispanic_white,percent_not_proficient_in_english,percent_female,percent_rural
Georgia,Forsyth,37.5,321.244,53,292,9,0.1936912008854455,2.7472527472527473,0.0036545509601027455,0.15537865565535738,3.0821917808219177,3873.3443494999997,12.992569262,6.7726737338,12.546139504000001,27.3,9.4,21.2,85.741634427,17.990711026,18.181818182,175.0,6.5170029364,11.695139268,39.04074,39.30485,57.9007,3971.0,40.0,48.0,94.217687075,80.20152981,118048.0,3.1487191650999997,5.4,183293.0,46694.0,13.286362975,6.2289717371,42.818471453,11.2,f,10.278195489,9.1432467237,0.8872180451,0.5488721805,77.964450712,53.4,82.064026875,208.34740587,8.4048503107,9.7563434192,7.9,5.3,3.7859054893,31.054017243,13.535741904000002,8.1475091023,54.51964,105921.0,100561.0,37.642567901,59.591436382,83.64981337,8.7534763334,27.389988673,12.011647760999999,3.7935523135,0.4961709465,14.50391358,0.0688891519,9.6922387706,70.293983399,2.4071326759000002,50.40868595,9.921885238
Georgia,Fulton,37.5,760.163,67,1902,63,0.31850650504165934,4.341272233946337,0.004753828433457602,0.18263472191415017,3.3123028391167195,6715.5876464,14.753618099,10.724387347999999,14.925509463,25.0,6.9,21.8,94.458825459,20.226168898,19.604316547,817.2,21.125100004,13.043439335999999,108.50538,70.46854,235.78392000000002,4430.0,37.0,46.0,85.940612845,76.340392635,555127.0,4.0189001796,19.3,148585.0,25024.0,42.240603344,9.3237810189,63.552447072,12.0,t,18.757222056,17.130286123,1.8358629465,0.7855000584,71.922178192,40.3,79.483402847,328.71512392,9.8147495646,11.071248135,8.2,16.7,8.0572184007,36.819433249,15.06098708,7.6039248743,174.6477,70808.0,101649.0,60.174057472,1682.8585197999998,51.508689652,16.899292991,21.845913871999997,11.687302521,43.613740983999996,0.2809218809,7.471855436599999,0.0348533588,7.269020315900001,39.674168709,2.0484978584999998,51.57411481,1.0776889812000001
Georgia,Glynn,37.5,74.128,50,59,1,0.0888647527831947,1.3888888888888888,0.001777295055663894,0.07281972797511788,1.694915254237288,9176.4451674,18.059084473,11.839762611,16.392285704000003,33.3,6.9,26.9,74.802200286,14.339308047000001,23.728813559000002,676.6,39.279869067,17.370266791,51.593540000000004,53.97857,132.59954,5227.0,45.0,43.0,95.185185185,60.027066311999995,40225.0,3.6693598508,26.6,107986.0,21123.0,43.66470683399999,11.491287728,71.775395299,8.9,f,17.716475096,15.520995334,2.2068965517,0.6130268199000001,82.00474401,18.3,77.032021237,418.02528596,11.407766660999998,12.799524117,14.7,15.1,10.437924332,36.871479693000005,20.82307207,8.5987261146,106.7837,53906.0,59570.0,47.964377543999994,174.40103904,62.187287207,14.876007535,21.733416257,20.238444477999998,26.227719171,0.4963681808,1.6052758188,0.188925005,6.8447177273,63.403701053,1.6138627647,52.902521738000004,20.566146736
Georgia,Gordon,37.5,60.681000000000004,56,81,10,0.21518487967578812,12.5,0.0038425871370676447,0.145249793781157,12.345679012345679,9230.640029600001,18.881822573,8.2474226804,18.007466655,29.6,7.9,33.1,57.431232558999994,17.130236346,13.333333332999999,285.5,38.884702336,21.387824783,45.54292,26.00329,52.00659,6569.0,36.0,46.0,95.714285714,49.893316815,27993.0,3.7616546994,26.8,87077.0,20019.0,34.337349398,10.1595754,73.51415235399999,11.0,f,16.177957533,13.124034997,2.8816986855,0.8594539939,80.755210397,29.5,75.619270263,465.22488133,11.730156755,12.889425917,14.9,11.0,8.7937380024,34.193365602,25.79377783,10.77232949,90.14475,49101.0,45578.0,27.477441207,209.9765824,63.994284025,13.101298701,24.351217821,14.839212967,3.8623558983999997,0.6050099679,1.2360232296,0.36231255960000003,16.253792147000002,77.018288983,5.3759807786,50.716824131,51.558366252
Georgia,Greene,37.5,16.012,45,56,5,0.3542132736763609,8.771929824561402,0.007871406081696909,0.3479990057171265,8.928571428571429,9010.965422799998,21.488105163,10.670194003999999,16.848014548,33.1,7.5,29.4,60.27885457,12.125500489,33.333333333,520.8,37.514654162,20.088881574000002,52.08032,101.70640999999999,28.25178,4650.0,52.0,46.0,89.552238806,36.231038506,6994.0,4.2464969974,35.4,112591.0,19037.0,51.125501078999996,12.152074533,77.481157991,11.1,t,18.651685393,16.168582375,1.4232209738,1.4981273408000002,78.415300546,34.5,77.710342543,385.71250645,12.468763289000002,13.488989103,13.7,16.2,1.6838961413999998,36.44977532,22.783539645,12.833583208,84.75534,54016.0,67136.0,38.526028016,56.940286427,71.316390634,16.70859849,18.657475420999997,29.05413041,33.331449881,0.5763363092,1.034015143,0.1356085433,6.2040908577,57.927449429,1.0004296324,51.853316758999995,82.749781168
Georgia,Gwinnett,37.5,751.1560000000001,62,1181,42,0.27575690639228734,3.7467700258397936,0.0044476920385852796,0.14025362034853203,3.556308213378493,5201.973270699999,16.439486136,8.5049502418,14.495134254000002,30.3,8.0,24.1,86.93787942899999,14.537279103,26.366559486,436.0,15.661547849000002,18.406064981,63.134330000000006,60.46686,107.99962,4126.0,37.0,44.0,83.73073567899999,65.047243567,487986.0,3.4986659452999995,12.8,126424.0,31765.0,28.32017462,7.1066872405999995,43.100773893,11.2,f,17.525403681,15.105981417,2.7760354127999998,0.6577178802,79.181412105,55.9,80.986003239,252.1259221,9.6739341834,10.856739669000001,10.9,10.2,8.6674185203,34.500898104,22.501445051999998,9.3326891443,74.80214000000001,72008.0,82614.0,26.127854624,311.13882737,66.214793367,14.59626343,26.852134286,10.052372273,27.551976167,0.8489072312999999,12.365418132,0.1053050235,21.478344566,36.335191171,7.558675846900001,51.175331246999995,0.48552068060000003
Georgia,Hall,37.5,181.78,53,1261,20,1.0770375803598395,1.4021031547320981,0.020321463780374333,0.6800923329162532,1.5860428231562251,6611.8183422,18.314848662,7.438431898099999,15.636843143,32.6,8.3,26.0,71.239509361,15.953053724,17.857142857,345.1,33.323693636,21.724505309,54.18015,46.0059,82.61274,4780.0,45.0,46.0,89.071038251,48.489707046999996,102169.0,3.1663224657,20.2,112628.0,27281.0,30.340001971,8.0768555447,66.26520740699999,10.5,f,17.729643,12.837012299000001,5.3188929001,0.7621339751,80.923577092,33.2,79.35746876399999,327.42867021,10.622063086,11.967574326,12.7,8.0,10.014453881,31.731690325,26.962023155,9.9516503598,146.92206000000002,61631.0,66570.0,32.732363213,158.587697,68.622421048,11.965811965999999,25.36013218,14.893048657000001,7.321863189299999,0.8389892554,2.0925262679,0.19985357260000003,28.983220215,60.256841521999995,8.3060945614,50.265152265,20.556643886
Georgia,Harris,37.5,27.08,46,60,2,0.19047619047619047,3.225806451612903,0.004140786749482401,0.18433179723502305,3.3333333333333335,5890.6277783,13.368868105,8.7525150905,13.692670769000001,35.9,9.0,24.6,14.510991756,17.018729984,25.641025641,179.9,15.866612882,10.690382657,35.38257,17.40392,20.304570000000002,3718.0,40.0,42.0,92.35955056200001,73.00629942399999,16736.0,3.4118068833999997,12.8,130744.0,30448.0,24.283952309,9.140498304600001,57.635517738999994,11.3,f,9.4444444444,8.362068965499999,0.9316239316,0.3418803419,85.645459345,39.3,80.394984128,295.83197596,8.9022661358,10.636783142,13.9,8.8,0.17587775100000003,33.954814044,12.448483043,6.256436663200001,14.503260000000001,74686.0,79561.0,13.154302535,31.037372079,86.009212041,8.856615178,21.273386512000002,18.784626540999998,16.406091371,0.5018129079,1.1428571429,0.1363306744,3.7998549674,76.574329224,0.1343162366,49.978245105,96.68373719700001
Georgia,Henry,37.5,249.765,56,451,10,0.27074473937231225,2.4734982332155475,0.00483472748879129,0.21573476582493434,2.2172949002217295,7470.9056699,17.20226431,10.151390036,15.813825044000001,36.0,7.3,26.5,77.43549004,14.36117289,21.96969697,582.3,18.151436716,12.797401217,47.38434,36.05247,143.34115,4236.0,42.0,42.0,88.14120242700001,63.949696444,113843.0,4.1425471922,12.3,116681.0,32172.0,35.475604931999996,6.4212423553999995,58.048925148,11.7,f,15.394366197,14.454551965999999,1.2887323944,0.38732394369999995,81.335805586,54.1,77.427661076,363.98050644,10.473030551,11.688845928,13.0,13.7,9.5248455724,36.114001391,15.617400894000001,6.3740551085,104.24811,72970.0,71456.0,32.879039511,201.16430582,71.562864032,13.768336562,25.606810876999997,11.64798888,45.253670402,0.3605247155,3.4367127095999996,0.1303101381,7.1640170272,41.785248892,1.3334804848000001,52.329076535,13.853336079000002
Georgia,Houston,37.5,149.73,51,234,14,0.19433951935183663,5.28169014084507,0.003810578810820326,0.1601248152405978,5.982905982905983,7537.096191600001,18.756098118,8.6639676113,17.193163254,39.7,6.9,28.1,76.664045747,15.493679943,21.666666666999998,681.5,26.937312731,13.574453043,53.4275,53.38685,141.50731000000002,5957.0,48.0,39.0,87.17586044299999,69.188292452,70197.0,3.993048136,17.5,110474.0,24960.0,36.364108288000004,7.101948800800001,55.905310873000005,11.3,f,14.513747924,12.253601213,3.0263886326,0.33216460600000003,85.60242958100001,26.2,77.49474761100001,386.47056138,10.980905336,12.389129400000002,9.8,14.6,11.673458968,36.158198589,16.616349527,6.5492664527999995,108.06013,60728.0,65760.0,18.353455451,126.91393686,64.396395113,12.218490171,25.54464234,12.711215740999998,31.68348674,0.4824112846,3.1987084242000003,0.19553737399999999,6.7209540165999995,55.611086455,1.1580636723,51.540821643,9.962115797000001
Georgia,Irwin,37.5,10.378,45,21,1,0.21875000000000003,4.761904761904762,0.004861111111111112,0.21875000000000003,4.761904761904762,12295.673801,22.305971474,12.53776435,20.337675408,40.4,7.1,26.9,48.972530928999994,14.661409100999999,25.0,595.1,38.461538462,14.523067794000001,31.880979999999997,21.28112,21.28112,5294.0,47.0,47.0,92.03539823,48.037053375,3340.0,5.5988023952,33.3,66588.0,13665.0,45.572139303,5.3134962806,92.316279869,10.6,f,15.701219512,15.095541400999998,0.7621951220000001,0.6097560975999999,91.579272054,29.3,73.688011896,542.73990561,13.284844285999998,14.108815057000001,17.8,17.8,3.3780347694999997,37.866268879,17.790146362,6.451612903200001,63.84336999999999,38156.0,40878.0,32.848778063000005,34.298687203,74.20237009999998,9.0939597315,21.164077462999998,17.939987231,27.633539051,0.1915301128,0.8299638221,0.0319216855,4.0646946159,66.503511385,0.7458469884000001,47.97829325399999,64.709582722
Georgia,Jasper,37.5,14.228,45,26,0,0.19075568598679382,0.0,0.004239015244150974,0.19075568598679382,0.0,8944.6585452,20.261203234,7.918781725900001,19.118412044,38.2,7.2,27.2,70.798561151,14.635235440999999,31.578947368,436.8,23.133543638000003,17.520097868,35.80636,14.24501,35.61254,4920.0,41.0,45.0,84.939759036,43.359497645,6926.0,3.4652035807,23.8,83583.0,20100.0,30.308641975,5.0128902893000005,80.029101491,11.3,t,16.682832202,12.861356932,3.5887487875999997,0.7759456838,84.65800535,54.0,75.812397487,439.28370588,12.643437185,13.89701083,12.7,13.8,10.26098445,36.878147412,21.155717762000002,8.5798816568,28.490029999999997,51241.0,44623.0,17.810175544,8.7190341035,74.66090033399999,14.948344929000001,23.789173789,17.478632479,19.608262107999998,0.4843304843,0.2777777778,0.0142450142,4.0242165242,74.237891738,0.7386319920000001,51.096866096999996,81.762589928
Georgia,Lamar,37.5,37.696999999999996,49,40,1,0.21598272138228944,2.564102564102564,0.004407810640454887,0.22152073987927118,2.5,10615.286144,18.784217011,12.052593134,17.738757275999998,32.2,7.3,34.1,50.821641098,15.34564851,26.086956521999998,526.9,19.926425505999998,14.84304622,43.01307,10.52632,73.68421,4758.0,41.0,44.0,86.979166667,52.447552448,8118.0,4.5577728505,24.3,87400.0,15047.0,31.924389604,8.0649497285,72.45123059,11.2,f,15.035799523,14.450867052000001,0.7955449483,0.8750994431,81.891463941,36.5,74.319640401,530.40260549,11.742345409,13.099170454000001,20.7,16.6,2.9775375439,37.519841198,18.051764706,6.223444139,47.36842,48323.0,49018.0,32.452058922,17.754760692,69.47236180899999,13.602187286,20.594736842,16.963157895,30.310526316,0.37894736840000004,0.7684210526,0.0368421053,2.4789473684,64.557894737,0.07428995940000001,51.842105263,60.872413605
Georgia,Laurens,37.5,22.811,50,64,1,0.16027976103744718,1.2987012987012987,0.0032055952207489437,0.13321954164151453,1.5625,10948.539057,23.565685878000004,10.713476784,20.00320028,41.8,6.5,39.5,52.975182723,13.338483704000001,19.607843137,619.1,44.98106060600001,15.033620261,88.73864,42.26096,211.30481,4488.0,49.0,43.0,85.463258786,48.756699763,19524.0,4.8094652735,34.7,79853.0,14091.0,49.001033414,12.465666595999998,76.12942844,11.2,f,13.677639047000001,12.65441398,1.7593643587,0.7377979568999999,86.669013671,24.2,74.566841786,528.4312751,13.622813837999999,14.596313187,16.5,19.6,5.4922397407000005,36.218479887,18.798780941,6.3063063063,133.12203,42114.0,42980.0,33.321967644000004,55.500672421000004,62.689867893,12.796842172,24.750132066,17.662968833,36.993132594,0.35921817219999996,1.1431590069,0.0211304807,2.7385103011000003,57.827786581999995,0.171724247,52.678288431000006,56.644092993
Georgia,Lee,37.5,31.178,58,297,18,1.179294510540597,6.489675516224189,0.020332663974837878,1.0331872260488417,6.0606060606060606,7671.874617199999,15.060225912,8.5360459973,15.883967596,44.0,8.3,23.6,54.180507456,17.153770262000002,33.333333333,322.4,20.427748835,12.776500436,67.86563000000001,23.51834,20.15858,4973.0,43.0,43.0,87.5,67.281387396,14885.0,3.5606315081999997,18.0,118091.0,32069.0,27.425227568,4.4112656939,62.600364715,11.2,f,11.259259259,10.639360639,1.037037037,0.237037037,86.493090021,22.0,76.695562289,390.89761751,9.783587751599999,11.205010034,25.3,11.3,3.7447431506,34.769163925,15.997709705,5.8909981629,53.75621999999999,66090.0,71913.0,12.568160340999999,39.117745791,72.368166892,10.452201507,26.088563365,12.602472786,21.757828249,0.3225372934,2.8524391883,0.09071361380000001,2.9633113829,70.94476548899999,0.2213915,49.858889934,36.228708743
Georgia,Liberty,37.5,48.714,46,39,0,0.0656779337416566,0.0,0.0014277811682968827,0.0595683585098746,0.0,9105.0080563,21.679645653,8.7142163998,18.919600826,37.6,5.5,35.2,69.096811813,16.662682654,25.0,1404.2,56.07855867600001,12.08328698,39.09686,152.85298,408.14999,3951.0,33.0,32.0,84.978540773,66.45744680899999,25706.0,4.3141678985,22.7,79638.0,21891.0,40.53453385,7.493565308099999,61.638104485,10.2,f,17.142230026,15.689346464000002,1.6242317822999999,0.41703248460000003,81.659133985,26.3,75.990459517,467.74526035,12.044923985999999,12.685962767000001,13.0,17.3,21.606699186,40.870577904,15.112998145999999,5.6293485136,281.31453999999997,47685.0,49620.0,22.999610931,57.04517774,44.473140496000006,15.872588605,28.040392214,9.2508577654,42.148397483000004,0.7154820559999999,2.1838463665,0.6325511814,12.755093744000002,38.193733028000004,1.5140655796,49.317852903,23.160449467
Georgia,Lincoln,37.5,14.17,49,12,0,0.15509887553315238,0.0,0.003165283174145967,0.15509887553315238,0.0,9539.0944562,18.760430356,10.110294117999999,17.112047677,24.2,7.3,32.3,87.88144072,14.049064844,16.666666667,368.0,29.329608939,16.456547319000002,25.38071,12.63424,37.90272,4554.0,42.0,44.0,84.615384615,46.286393345,3611.0,4.9570756023,25.4,85750.0,15233.0,47.5,15.228426396,87.36317385299999,10.4,f,13.024602025999998,12.197962154,1.9971056440000001,0.5788712012,88.70109546200001,51.4,77.16492651899999,446.46713503,11.835731352,13.056801143,16.8,16.9,2.7983914872000004,36.019501661,19.42268964,7.9132099553,12.63424,46967.0,48107.0,15.011260712999999,6.527436463,72.34228972,16.211000322,19.090334807,23.815540114,28.982943778000003,0.5432722678,0.4674668351,0.06317119389999999,1.958307012,66.519267214,0.3100148268,51.535060013,100.0
Georgia,Lowndes,37.5,87.779,58,129,4,0.1597527760318458,2.185792349726776,0.0027543582074456173,0.11261261261261261,3.10077519379845,9540.4394941,21.170437638,10.499316005,19.849226909000002,38.4,6.2,33.5,72.96055221399999,15.447076159000002,22.891566265,917.8,28.410605836,17.251474305,58.880069999999996,55.87985,166.77986,5022.0,46.0,37.0,90.33649698,60.27830487,51746.0,4.0698797975,33.4,89237.0,13719.0,40.813479681,10.217423304,61.275151617,10.4,t,17.395126853,15.406525117000001,2.964079377,0.5526249686,85.39920057399999,14.6,75.802998908,461.54664175,12.684699367999999,13.715892090999999,15.8,18.8,11.072043119000002,37.386351085,21.63146074,6.5351374327,123.79536,41820.0,52339.0,47.003040641999995,106.76887911,52.283059893,16.500418998,23.958700493000002,12.350306479,36.373483721999996,0.45821476780000003,2.0761513398,0.1633410992,5.9395981809,53.464120838,0.8615182262000001,51.582259437,27.204233153
Georgia,Lumpkin,37.5,41.591,48,67,2,0.24827676325503903,1.3157894736842104,0.005172432567813313,0.21887556760641602,2.9850746268656714,7799.2486852,17.208846791,7.338501292,17.301286589,34.7,8.3,28.0,84.932923981,17.266310928,17.647058824000002,191.6,11.572114028,19.904458599,36.50412,24.27553,75.86102,5521.0,40.0,41.0,90.0,54.8098434,16714.0,3.5898049539,18.6,92482.0,20252.0,29.18984701,4.5630152405,84.450477614,9.6,f,17.458907152000002,15.68088033,1.7325633052,1.0217681031,85.66071890399999,42.4,77.850876489,386.91753731,11.703752169000001,13.22693754,11.3,12.4,0.5634991847999999,32.943576252,23.099133782,10.008190008,84.96435,55583.0,47988.0,29.975590592,44.623691043,67.919993132,15.333211278,17.593688363,17.557275072,1.5293582156999999,0.7404035806,0.7525413443000001,0.1365498407,5.0311030193,90.399028979,1.2000523184,50.432407829,83.941800707
Georgia,Macon,37.5,13.662,45,81,3,0.5679029657154876,4.938271604938271,0.012620065904788614,0.5679029657154876,3.7037037037037033,11453.088419,25.809844373,13.421342134000001,21.561396529,31.8,5.6,35.4,45.474898236,13.081931832,22.727272727,608.4,47.777777778,19.164107065,7.51089,15.217229999999999,15.217229999999999,5956.0,43.0,37.0,86.861313869,39.614855571,4731.0,6.2354681885000005,39.2,62994.0,11218.0,54.832572298,10.515247107999999,71.289599145,11.4,f,21.01210121,19.068181818,2.398239824,0.8800880087999999,79.433440811,41.8,73.381529177,540.5761792000001,14.113799242,14.295590782,17.3,22.8,8.9781440773,42.528151578,23.391812865,7.9662964381,76.08613000000001,32868.0,49967.0,11.682822955,3.9433478648,64.990370212,17.571661617,18.732405083,17.271551396,59.826523625,0.5706459711999999,1.4912881381999998,0.1369550331,4.4434299627,33.173552461,0.5861664713,45.195160922,53.188602442
Georgia,Madison,37.5,37.938,46,27,1,0.10027934961678964,3.571428571428571,0.0021799858612345574,0.09669794427333286,3.7037037037037033,8451.7576897,17.953788903,8.204467354,17.271699581,33.5,8.4,31.8,4.4025604552,16.448085859000003,23.076923076999996,382.2,33.843150015999996,18.274321641,13.65095,3.3726800000000003,10.118039999999999,6222.0,43.0,48.0,90.419161677,51.297863187,13689.0,3.5283804515,24.6,96488.0,21828.0,34.760743676,10.238208996000001,82.33641691300001,10.9,f,14.975845411,11.420204978,3.5265700483,1.0144927536,83.266996995,36.8,76.45687586,419.21679697,11.572575869000001,13.242631119,15.9,11.7,1.3058596526000001,35.80678473,21.868945869,9.179575444600001,23.60877,51338.0,52620.0,21.4266343,23.622413716999997,75.88685586300001,10.759493671,23.059021922,16.971332209,8.981450253,0.4249578415,1.9629005059,0.0303541315,5.7706576728,81.507588533,1.4331912392,50.55311973,91.877667141
Georgia,Meriwether,37.5,16.326,45,61,1,0.29144925492408214,1.6129032258064515,0.0064766501094240475,0.2867484604898228,1.639344262295082,11323.419636,21.742211961,11.516677155,18.210307012,33.3,7.1,43.6,39.696253183,13.309283152999999,42.857142857,532.1,36.24535316,16.202164319,33.25574,28.47921,75.94456,5754.0,32.0,39.0,83.854166667,43.48009269,8947.0,4.9960880742,35.6,76451.0,14813.0,45.806028833999996,10.451802936,100.39875354,11.0,f,18.35839599,16.694533762,3.3834586466000003,0.4385964912,81.47029204399999,56.2,74.23921584899999,540.68171616,12.431716458,13.707883266,20.8,18.3,2.2571992261,37.999974171999995,19.580592105,7.1813672633,23.73268,38886.0,49722.0,17.651988539,22.103860334,67.10833026600001,14.931763447,21.302449212,20.362635276,38.745965445,0.5221188532,0.5885703436,0.0379722802,2.1501803683,56.640402506,0.1208276695,52.131194228000005,83.284830848
Georgia,Miller,37.5,8.142999999999999,49,33,0,0.5193499748701624,0.0,0.010598979078982907,0.5528564248617859,0.0,17027.987849,20.186456832,10.893246187,18.011353819,23.7,7.4,26.3,30.073469388000003,13.731328898,37.5,702.3,34.54384411,16.522893165,34.258309999999994,52.76116999999999,17.58706,7096.0,35.0,37.0,83.333333333,58.291814947,2813.0,3.6971205119,31.2,81066.0,15202.0,45.30046225,10.277492292,123.02645069,10.6,f,16.666666667,10.801886792000001,7.5111111111,0.8888888889,88.57264231100001,41.2,71.521436188,775.47595645,12.441522422,13.630344284000001,18.9,17.1,1.4672234242,36.142457795,19.738072965,8.9401586157,140.69645,42483.0,49426.0,35.81050142,27.522859284000003,67.086956522,8.7745098039,22.757650369,22.230038691999997,27.699613085,0.4220893422,0.5627857897,0.0351741119,2.6380583890000002,67.499120647,0.0,52.075272598999994,100.0
Georgia,Mitchell,37.5,17.454,45,340,31,1.4733840304182508,9.090909090909092,0.032741867342627795,1.4690632561354995,9.117647058823529,11754.366148000001,23.348233346999997,10.842696629,20.400288606,34.5,6.1,31.0,64.801259682,13.379906336,32.0,628.0,48.422436459,17.641681901,35.88731,18.02451,437.09445,5271.0,46.0,39.0,93.307086614,37.243697479,8408.0,5.375832540399999,39.6,67457.0,15929.0,56.582354113,12.560559842,84.60387574800001,11.1,f,19.402985075,16.933932008,2.6119402985,0.9328358209000001,78.483736236,31.7,73.726822617,553.08223305,13.358687602,13.929978844,11.3,20.5,8.0978660109,39.238457200999996,22.24530425,6.9595645412,36.04903,36788.0,47303.0,33.311583138,41.213910828,63.075167955,14.650194709,22.683850036,16.285147801,47.683850036,0.6263518385,0.9012256668999999,0.0720980534,4.5917447729,45.50739005,1.5088967972,48.13446287,54.511022215
Georgia,Monroe,37.5,25.962,49,24,3,0.1276420017269212,11.76470588235294,0.0026049388107534936,0.09010023651312085,12.5,8452.8756734,15.470473532,11.882998172,15.555740625,35.9,8.0,36.1,69.675295186,16.072037339,22.222222222,306.1,19.230769231,13.811508029,62.70055,14.53488,36.33721,4850.0,41.0,45.0,84.821428571,55.200253285,13043.0,3.6724679905,18.5,118868.0,20520.0,34.453026765,10.327149338,89.644581279,11.5,f,14.911366006,12.292002147,2.5547445255000003,0.8863399373999999,87.65697883,37.6,77.16294259899999,420.04940561,10.327888922,11.813386057,10.9,12.3,4.5723360588999995,34.954570939,16.280541840999998,7.2010869565,29.069770000000002,59362.0,62937.0,26.028984873000002,182.19355077,79.190043864,12.798335887999999,20.46875,18.542877907,22.532703488000003,0.39244186049999996,1.0319767442,0.0399709302,2.445494186,72.46002907,0.5899589764000001,50.13444767399999,80.230093854
Georgia,Morgan,37.5,19.736,46,30,0,0.16777585146244617,0.0,0.0036473011187488297,0.16777585146244617,0.0,8958.977902399998,15.117331186,8.456973293799999,15.20223466,34.7,7.8,23.5,34.100067159,16.027168801,21.052631579,483.4,26.19760479,15.897819145,54.3124,42.43356,26.520979999999998,5015.0,44.0,46.0,89.669421488,59.297752808999995,9067.0,3.5623690306,20.4,118685.0,26165.0,24.222335543000003,10.862480990999998,84.2109868,11.3,f,13.909774436,12.30418251,1.7293233083000001,0.1503759398,72.13339995,35.5,77.64552487600001,435.73174181,9.9925889605,11.627772802,13.7,12.3,6.9511365998,34.926868146,18.463281103,9.5968850206,42.43356,57978.0,66786.0,33.909269967,50.530951204,74.729567308,12.179487179,22.781520181999998,20.044555242999998,21.996499230999998,0.6577202567,0.6842412348,0.042433564900000005,3.3363390442000003,72.26436111,1.1147236414,51.901554129,75.36937542
Georgia,Muscogee,37.5,354.94300000000004,49,329,7,0.1829517219133827,3.3057851239669422,0.0037337086104771975,0.1658157479600631,2.127659574468085,11063.830768,20.734606422,11.668633467000001,20.058142913,38.5,6.0,31.7,87.653579798,14.871563757999999,26.666666666999998,937.9,41.360315039,13.473172177,102.03135,58.199419999999996,310.5686,4383.0,38.0,40.0,89.46890603700001,65.83428924399999,79354.0,5.0772487839,28.4,91845.0,17693.0,48.810066752,10.254666131,74.35403664399999,11.9,f,19.516678012,16.999791072,2.2260040844,1.7631041525,79.544729661,14.8,73.969553725,530.64481342,12.128579613,13.182115342000001,13.1,19.7,11.82370708,40.906386657,17.088151856,4.9327537297,203.44046,46628.0,58528.0,52.216931842,473.28947692,48.017113707,18.299995747,24.779563247,13.393077874000001,46.422023073999995,0.5098887515,2.7946023898,0.2487639061,7.6679027606,40.048413679,1.2016790584,51.406571899,2.9775917001999996
Georgia,Newton,37.5,141.965,54,184,7,0.2364415546032215,3.3333333333333335,0.004378547307467065,0.1812718585291365,3.804347826086957,8500.9948803,18.301802455,9.821899041,17.09154095,38.6,6.7,30.9,72.807579183,14.732481527000001,24.137931034,808.7,26.099429731,14.783633062,27.75773,18.258,94.94162,5721.0,43.0,45.0,86.98099929600001,56.991633321,51780.0,4.4534569332,22.4,101096.0,22230.0,38.303669368,6.939432632000001,71.192245291,11.5,t,16.714163579,14.808940159,1.6813907096,0.5842120262,81.62606590600001,47.9,76.74526221,421.48623528,11.094956065999998,12.468978876,17.8,16.1,11.10055283,41.052654011,18.794567063,5.862280761599999,57.51271,56598.0,56008.0,32.512046342,67.316023372,67.697810299,15.56633027,25.938233173,13.018869647,45.54641641,0.46101459729999994,1.1822057494,0.1077222227,5.9320254516999995,45.263417351,0.8021927270999999,52.774760135,31.244122531
Georgia,Oconee,37.5,69.749,49,65,0,0.19631755852345398,0.0,0.004006480786192939,0.19334305006097743,0.0,4413.8750663,12.542181169000001,5.3959965187,13.744121280999998,24.2,8.9,24.9,81.69348939300001,17.778838726,13.333333332999999,202.5,4.1653649901,11.77428273,139.37098999999998,48.38053,203.70748,3996.0,51.0,53.0,94.51327433600001,81.565895135,19687.0,2.9562655560000004,6.9,154285.0,38069.0,17.18718517,11.044493530999999,53.996846584,11.1,f,9.641985353899999,8.7053020962,1.2530512612,0.5695687550999999,82.35228290100001,25.8,81.435341358,227.90267403,8.59942591,10.342143537,6.0,6.8,6.3743343376,33.173895797,13.959870434,7.393426019700001,99.30739,99497.0,90628.0,12.276373554000001,45.801098835,82.693042084,8.2213070169,26.749337950999998,15.16347525,5.023935628399999,0.2750050927,4.1581788552,0.05092686900000001,5.0875942147,84.281421878,1.2111171413,50.92941536,50.316995855
